데이터 추출일 : 2026-07-21 16:36:43
약국명,대표전화,도로명주소,지번주소,월요일,화요일,수요일,목요일,금요일,토요일,일요일,공휴일
파동약국,053-765-3323,대구광역시 수성구 파동로 250 (파동),대구광역시 수성구 파동 648 ,07:00~22:30,07:00~22:30,07:00~22:30,07:00~22:30,07:00~22:30,07:30~22:00,07:30~22:00,07:00~22:30
판다약국,02-6080-4977,"서울특별시 중구 명동7길 13, 명동증권빌딩 1층 (명동1가)",,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,12:00~22:30
판도라봄약국,031-376-6171,"경기도 오산시 경기대로 534, 1층 105호 (수청동)",,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,09:00~18:00,09:00~18:00,
팜플러스약국,053-766-9114,"대구광역시 수성구 동대구로 95 (두산동, (홈플러스 대구광역시수성점 지하1층))",,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30
팜필리아약국,02-948-0204,"서울특별시 중랑구 동일로 932, 202동 216,217호 (묵동)",,09:00~22:45,09:00~22:45,09:00~22:45,09:00~22:45,09:00~22:45,09:00~17:45,09:00~17:45,
평촌종로약국,031-385-9600,"경기도 안양시 동안구 평촌대로 141 (호계동, 트윈프라자 1층)",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~18:00,,09:00~21:00
평화약국,031-768-5952,"경기도 광주시 중앙로 85, 신흥빌딩 1층 (역동)",,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~18:00,,09:00~18:00
포레온2번출구약국,02-475-2252,"서울특별시 강동구 양재대로 1360, 포레온스테이션5 1층 1026호 (둔촌동)",,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~22:00,10:00~23:00
포레온해랑약국,02-2135-4025,"서울특별시 강동구 양재대로 1300, 2층 210호 (둔촌동, 올림픽파크포레온)",,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,09:00~18:00,09:00~18:00,
포미약국,051-924-4242,"부산광역시 남구 용소로 15, 로티보이까페 1층 (대연동)",,11:00~25:00,11:00~25:00,11:00~25:00,11:00~25:00,11:00~25:00,11:00~25:00,13:00~25:00,22:00~25:00
포승종로약국,031-611-5252,경기도 평택시 포승읍 여술로 37,,07:00~24:00,07:00~24:00,07:00~24:00,07:00~24:00,07:00~24:00,08:00~25:00,09:00~25:00,08:00~24:00
푸른약국,061-471-7070,전남광주통합특별시 영암군 영암읍 동문로 8,전라남도 영암군 영암읍 남풍리 4-1,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~24:00
푸른약국,033-553-2288,강원특별자치도 태백시 번영로 359-1(황지동),강원특별자치도 태백시 황지동 30-25,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,08:50~18:30,,09:00~23:00,09:00~23:00
프라임365약국,02-3434-2277,"서울특별시 강남구 자곡로 172, 1층 122호 (자곡동)",,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
프라자약국,042-477-0222,"대전광역시 서구 문예로 19, 스카이빌딩 1층 (탄방동)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,08:30~24:00,08:30~24:00,09:00~23:00
프라자약국,041-561-8119,"충청남도 천안시 서북구 동서대로 65 (두정동, 두정이진병원,이수병원)",,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~18:00,08:30~13:00,08:30~13:00
프라자온누리약국,032-207-7573,"경기도 부천시 원미구 부천로10번길 14, 1층일부 (심곡동)",,08:00~23:30,08:00~23:30,08:00~23:30,08:00~23:30,08:00~23:30,09:00~23:00,09:00~23:00,09:00~23:30
피치유약국,02-318-1332,"서울특별시 중구 명동7길 21, 명동아르누보센텀 106~107호 (을지로2가)",,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00
하나약국,051-201-0215,"부산광역시 사하구 감천로 46, 1층 (감천동)",,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,22:00~25:00,22:00~25:00
하나약국,0647482800,"제주특별자치도 제주시 연북로 99, 1층 (연동, 365빌딩)",제주특별자치도 제주시 연동 1373,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
하나약국,031-318-4613,경기도 시흥시 장곡로37번길 16 (장곡동),,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~21:00,,09:00~22:00
하남스타약국,031-8072-8578,"경기도 하남시 미사대로 750, 스타필드 하남 2층 2119호 (신장동)",,10:00~25:00,10:00~25:00,10:00~25:00,10:00~22:00,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00
하늘365약국,032-751-0365,"인천광역시 영종구 하늘달빛로 84, 파크원 105호 (중산동)",,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~22:00,09:00~22:00,09:00~22:00
하늘그린약국,032-752-3112,"인천광역시 영종구 신도시남로 137, 1층 (운서동)",인천광역시 중구 운서동 2795-1,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~25:00,09:00~22:00,09:00~22:00,09:00~22:00
하늘약국,02-898-7290,"경기도 광명시 오리로 351, 1층 (소하동)",,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,09:00~15:00,22:00~25:00,22:00~25:00
하늘온누리약국,062-575-5690,전남광주통합특별시 북구 첨단연신로 105,광주광역시 북구 신용동 735 ,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,
하선약국,042-621-7770,대전광역시 대덕구 대전로 1119 (오정동),,07:00~24:00,07:00~24:00,07:00~24:00,07:00~24:00,07:00~24:00,07:00~24:00,07:00~24:00,07:30~24:00
하안종로약국,02-805-8275,"경기도 광명시 범안로 1043 (하안동, 원촌빌딩 1층)","경기도 광명시 하안동 34-9 원촌빌딩 , 1층(원촌빌딩)",09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,10:00~22:00,10:00~23:00
한결약국,032-663-1979,경기도 부천시 경인로 240 (심곡본동),,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~22:00,,
한독약국,02-762-4636,서울특별시 종로구 동숭길 52 (동숭동),,09:30~22:30,09:30~22:30,09:30~22:30,09:30~22:30,09:30~22:30,09:30~22:30,12:00~22:00,09:30~21:30
한마음약국,051-337-9955,부산광역시 북구 시랑로 159,부산광역시 북구 구포3동 1237-50,09:30~25:00,09:30~25:00,09:30~25:00,09:30~25:00,09:30~25:00,09:30~25:00,22:00~25:00,22:00~25:00
한마음약국,061-725-1616,"전남광주통합특별시 순천시 장선배기1길 9-4, 1층 (조례동)",,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~23:00,09:00~16:00,09:00~13:00,09:00~13:00
한마음약국,064-739-0381,"제주특별자치도 서귀포시 천제연로 210-1, (중문동)",제주특별자치도 서귀포시 중문동 1964-3,09:00~24:00,09:00~24:00,09:00~24:00,09:00~19:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00
한미약국,031-796-0615,경기도 하남시 신장로 141 (덕풍동),,09:00~22:30,09:00~22:30,09:00~22:30,09:00~15:30,09:00~22:00,09:00~15:00,,
한빛메디칼약국,051-862-6132,부산광역시 연제구 연수로 137 (연산동),부산광역시 연제구 연산2동 1950-9,20:00~23:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~13:00,19:00~25:00,
한빛약국,061-356-3994,"전남광주통합특별시 영광군 홍농읍 홍농로 546, 사택 종합복지관 1층",,14:00~23:00,12:00~20:00,14:00~23:00,14:00~23:00,12:00~20:00,14:00~23:00,14:00~23:00,14:00~21:00
한빛약국,031-242-2778,"경기도 수원시 팔달구 매산로 18, (매산로1가)",경기도 수원시 팔달구 매산로1가 45-1,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,16:00~20:00,
한성약국,053-425-5575,"대구광역시 중구 중앙대로 386-1, 1층 (동성로3가)",,10:00~24:00,10:00~24:00,10:00~24:00,10:00~24:00,10:00~24:00,10:00~24:00,21:00~24:00,21:00~24:00
한시까지약국,02-2632-7700,서울특별시 영등포구 영등포로 250-1 (영등포동3가),,11:00~25:00,11:00~25:00,11:00~25:00,11:00~25:00,11:00~25:00,11:00~25:00,11:00~25:00,11:00~25:00
한양온누리약국,031-362-6551,"경기도 안산시 상록구 석호로 294, 1층 (본오동)",,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,09:00~22:30,09:00~22:30,09:00~23:00
한우리약국,054-475-8762,경상북도 구미시 인동북길 105 (인의동),경상북도 구미시 인의동 700-7 ,09:00~21:00,09:00~23:00,09:00~21:00,09:00~23:00,09:00~21:00,09:00~19:30,12:00~19:00,13:00~19:00
한일약국,054-872-1213,경상북도 청송군 청송읍 강변로 43,,08:50~19:00,08:50~23:00,08:50~19:00,08:50~23:00,08:50~19:00,08:50~13:00,,
한일약국,053-424-4664,"대구광역시 중구 국채보상로 598, (동성로2가)",대구광역시 중구 동성로2가 56번지,09:30~24:00,09:30~24:00,09:30~24:00,09:30~24:00,09:30~24:00,09:30~24:00,09:30~24:00,21:00~24:00
함열유명종로약국,063-862-6275,전북특별자치도 익산시 함열읍 함열로 54,,07:00~18:00,07:00~23:00,07:00~18:00,07:00~23:00,07:00~18:00,07:00~18:00,,
함창약국,054-541-8922,"경상북도 상주시 함창읍 함창중앙로 99, 1층",,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~13:00,,
합정약국,031-651-3241,경기도 평택시 조개터로42번길 60-1 (합정동),,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
해뜨는약국,055-855-0717,경상남도 사천시 사천읍 선평길 17,경상남도 사천시 사천읍 평화리 1-15,09:00~23:00,09:00~19:00,09:00~23:00,09:00~23:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~12:00
해맑은 약국,041-578-3375,충청남도 천안시 서북구 충무로 174 (쌍용동),충청남도 천안시 서북구 쌍용동 394-9,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~18:00,09:00~18:00,09:00~18:00
해맑은약국,031-456-3134,"경기도 안양시 동안구 엘에스로 45, 110호 (호계동, 대영골든타워)",,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,,
해맑은약국,063-466-8275,"전북특별자치도 군산시 문화로 37, 1층 (문화동, 대한빌딩)",,08:30~25:00,08:30~25:00,08:30~25:00,08:30~25:00,08:30~25:00,09:00~12:30,22:00~25:00,22:00~25:00
해오름약국,061-530-3700,"전남광주통합특별시 해남군 해남읍 남부순환로 5, 정하메디컬센터 1층 101호",전라남도 해남군 해남읍 해리 405-5,08:00~24:00,08:00~24:00,08:00~24:00,08:00~24:00,08:00~21:00,08:00~13:00,,
해오름온누리약국,062-654-9933,전남광주통합특별시 남구 양림로 38 (양림동),광주광역시 남구 양림동 267-5,08:00~24:00,08:00~24:00,08:00~24:00,08:00~24:00,08:00~24:00,08:30~24:00,08:30~24:00,08:00~24:00
해피백약국,042-487-1236,대전광역시 서구 청사서로 46(월평동),,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~21:30,,11:00~22:00
햇살약국,055-355-6331,경상남도 밀양시 미리벌중앙로 67 삼문타워1층 (삼문동),경상남도 밀양시 삼문동 724-1 삼문타워1층,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~18:00,09:00~18:00,09:00~18:00
햇살약국,02-722-7585,"서울특별시 강서구 곰달래로 223, 화곡동상가 104호 (화곡동)",,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,09:00~15:00,,00:00~24:00
햇살약국,02-406-5258,"서울특별시 송파구 위례성대로20길 31, 1층 (오금동)",,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,22:00~25:00,
행복나무약국,02-487-8880,"서울특별시 강동구 천호대로157길 54, 1층 (천호동)",,11:00~25:00,11:00~25:00,11:00~25:00,11:00~25:00,11:00~25:00,10:00~25:00,10:00~25:00,11:00~25:00
행복약국,033-637-2825,"강원특별자치도 속초시 동해대로 4163, 1층 (조양동)",,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,21:00~24:00,21:00~24:00
행복한약국,02-927-8253,"서울특별시 성북구 보문로34길 59, 1층(동선동1가)",서울특별시 성북구 동선동1가 79,09:00~23:15,09:00~23:00,09:00~23:10,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
행복한약국,033-644-0073,강원특별자치도 강릉시 구정면 범일로 439,,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~22:00,08:00~22:00,08:00~23:00
행복한온누리약국,031-714-0288,"경기도 성남시 분당구 정자일로198번길 15, 109호 (정자동, 제나프라자)",,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~24:00
행운약국,02-765-9997,서울특별시 종로구 대명길 21-2(명륜4가),,12:00~23:00,12:00~23:00,12:00~23:00,12:00~23:00,12:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00
향동중앙약국,02-3159-7575,"경기도 고양시 덕양구 향기로 182, 115호 (향동동)",,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,09:00~13:00,22:00~25:00,22:00~25:00
허룡약국,042-525-5050,"대전광역시 서구 도솔로 313, (괴정동)",대전광역시 서구 괴정동 95-28,10:30~22:30,10:30~22:30,10:30~22:30,10:30~22:30,10:30~22:30,08:30~20:30,17:00~20:00,17:00~22:30
허약국,044-865-7900,세종특별자치시  조치원읍 조치원로 42-2 ,세종특별자치시  조치원읍 상리 141 ,08:00~25:00,08:00~25:00,08:00~25:00,08:00~25:00,08:00~25:00,08:00~25:00,08:00~25:00,09:00~20:00
헬로팜약국,02-415-1121,"서울특별시 송파구 올림픽로12길 5, 정호빌딩 (잠실동)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,13:00~22:00,13:00~22:00
현대약국,031-851-1688,"경기도 의정부시 청사로 45, 108호 (금오동, 플래티넘프라자)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,,09:00~23:00
현재약국,064-796-9333,제주특별자치도 제주시 한림읍 한림로 650,제주특별자치도 제주시 한림읍 한림리 1401-3,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00
형우당약국,053-358-9696,"대구광역시 북구 팔달로 189, 1층일부 (노원동2가)",대구광역시 북구 노원2가 376-2번지 노원우체국에서 만평네거리방향 70미터,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~23:00,09:00~21:30,09:00~23:00
호두약국,053-213-3119,"대구광역시 중구 달구벌대로 2207, 105호 (삼덕동2가)",,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,21:00~24:00,21:00~24:00
호림약국,02-468-1027,서울특별시 광진구 동일로30길 28 (화양동),,14:00~23:00,14:00~23:00,14:00~23:00,14:00~23:00,14:00~23:00,14:00~23:00,17:00~22:00,17:00~22:00
호수약국,02-415-8852,"서울특별시 송파구 송파대로49길 52, A동 102호 (석촌동)",,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00
호수약국,054-458-8275,경상북도 구미시 고아읍 들성로7길 6-3,경상북도 구미시 고아읍 문성리 1143 ,09:00~19:00,09:00~23:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,20:00~23:00,
홈플러스준약국,043-234-7765,충청북도 청주시 흥덕구 서부로 1291 (가경동) ,충청북도 청주시 흥덕구 가경동 1696 홈플러스 청주점,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:00,10:00~22:00,10:00~22:30
홍대365약국,02-3141-1084,"서울특별시 마포구 와우산로27길 43, 1층 (서교동)",,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:30~22:30
홍대로즈미약국,070-7607-3032,"서울특별시 마포구 홍익로 19, 1층 107호 (서교동)",,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00
홍대베리뉴약국,02-336-0180,"서울특별시 마포구 양화로18길 12, 두영빌딩 1층 (동교동)",,09:30~24:00,09:30~24:00,09:30~24:00,09:30~24:00,09:30~24:00,09:30~24:00,09:30~24:00,09:30~24:00
홍대어울림약국,02-332-9233,"서울특별시 마포구 어울마당로 128, 1층 (서교동)",,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00
홍대입구역약국,02-336-0350,"서울특별시 마포구 홍익로6길 21, 1층 (동교동)",,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00
홍대참신한약국,02-6368-5799,"서울특별시 마포구 어울마당로 62, 1층 (서교동)",,12:00~23:30,12:00~23:30,12:00~23:30,12:00~23:30,12:00~23:55,12:00~23:55,12:00~23:10,12:00~23:10
홍익약국,02-337-5414,"서울특별시 마포구 양화로18길 7, 1층 (동교동)",,09:00~23:30,09:00~23:30,09:00~23:30,09:00~23:30,09:00~23:30,09:00~23:30,09:00~23:30,10:00~23:00
화명메디칼약국,051-331-8525,"부산광역시 북구 화명신도시로 120, (화명동)",부산광역시 북구 화명1동 2276-1,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,08:30~22:00,08:30~22:00,09:00~22:30
환승센터약국,02-424-2365,"서울특별시 송파구 잠실로 지하 156, 잠실광역환승센터 지하1층 101호 (신천동)",,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
효성약국,053-854-4487,"경상북도 경산시 하양읍 하양로 46, 103,104호",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~20:00,,
휘명약국,054-715-2100,"경상북도 구미시 산호대로27길 23, 1층 101호 (옥계동)",,14:00~24:00,14:00~24:00,14:00~24:00,14:00~24:00,14:00~24:00,14:00~24:00,14:00~24:00,14:00~24:00
휴베이스윤약국,03180779975,"경기도 화성시 동탄구 동탄지성로 18, 금정프라자 101,102호 (반송동)",,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~22:00,08:30~22:00,08:30~22:00
휴베이스하이약국,070-7798-8275,"서울특별시 중구 명동9가길 14, 메트로호텔 1층 (을지로2가)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,11:00~23:00,12:00~22:00
흥명약국,02-963-0617,서울특별시 동대문구 고산자로30길 56 (용두동),서울특별시 동대문구 용두동 39-695,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,14:00~22:30,14:00~22:30
희망약국,050-71402-0975,"서울특별시 영등포구 국회대로 지하758, 국회의사당역 지하2층 임대상가7호 (여의도동)",,07:50~23:00,07:50~23:00,07:50~23:00,07:50~23:00,07:50~23:00,10:00~20:00,,12:00~20:00
희망온누리약국,055-333-3733,경상남도 김해시 분성로 100 (외동),,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,10:00~25:00,10:00~25:00,09:00~14:00
